gamePk,date,home,away,status
744880,2024-09-29T19:07:00Z,Toronto Blue Jays,Miami Marlins,Final
746496,2024-09-29T19:10:00Z,Colorado Rockies,Los Angeles Dodgers,Final
747147,2024-09-29T19:10:00Z,Arizona Diamondbacks,San Diego Padres,Final
745201,2024-09-29T19:10:00Z,Seattle Mariners,Oakland Athletics,Final
745846,2024-09-29T19:10:00Z,Minnesota Twins,Baltimore Orioles,Final
746416,2024-09-29T19:10:00Z,Detroit Tigers,Chicago White Sox,Final
745932,2024-09-29T19:10:00Z,Milwaukee Brewers,New York Mets,Final
746820,2024-09-29T19:20:00Z,Chicago Cubs,Cincinnati Reds,Final
747061,2024-09-29T19:20:00Z,Atlanta Braves,Kansas City Royals,Final
746577,2024-09-29T19:10:00Z,Cleveland Guardians,Houston Astros,Final
747139,2024-09-30T17:10:00Z,Atlanta Braves,New York Mets,Final
747064,2024-09-30T17:15:00Z,Atlanta Braves,New York Mets,Final
775345,2024-10-01T18:32:00Z,Houston Astros,Detroit Tigers,Final
775343,2024-10-01T20:08:00Z,Baltimore Orioles,Kansas City Royals,Final
775340,2024-10-01T21:32:00Z,Milwaukee Brewers,New York Mets,Final
775333,2024-10-02T00:38:00Z,San Diego Padres,Atlanta Braves,Final
